Vehicle_Title,Ratings,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,Popularity,MSRP,"Vehicle Style ",Clean_rev,FeaturesDiscussed,Sentiment,Compound_Score
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.5,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",solid feel what a great car very responsive and fun to drive the allwheel drive system provides very solid manueverability and handling in turns both interior and exterior fit and finish are outstanding my experience with the dealer was also very positive,"['allwheel system', 'drive system']",Positive,0.973
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",my blue bmw  just awesome this sav is truly a truck wrapped in luxurious clothing i have thoroughly enjoyed getting to know this vehicle it has lots of power a nice stereo system and quality construction would recommend for those who desire to be among the best on the road in any type of weather ,['quality construction'],Positive,0.9712
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",best suv ive owned the    i own has been the best suv ive owned and they include pathfinders durangos explorers and escalades the blend of size and performance reminds me more of a five series sedan then a suv it could use a bit more cargo capacity but i have more then adapted to that ride comfort is excellent and the power and handling on the highway are outstanding i compared the mercedes land rover and lexus before purchasing and was more impressed by the style price and performance of the ,"['pathfinders explorers', 'durangos explorers', 'series sedan', 'cargo capacity', 'ride comfort', 'mercedes land', 'land rover', 'style price']",Positive,0.9766
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",knifemans  this vehicle is the smoothest road car we have ever owned  it is far superior to anything designed in detroit  i am considering buying a second to use on my daily commute  fuel mileage is not as good as i wish it was but comfort and reliability make up for this slight weakness  the car is a bit expensive to maintain but we are very happy with it,"['road car', 'fuel mileage']",Positive,0.8349
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",great car the only issue we have had with this suv is that the bulbs blow every other month in the front headlights not xenon  the dealer replaces them with no problem  just drive up and theyll come outand pop in new bulbs  other than that it is a great car ,['outand pop'],Positive,0.8875
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),3.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw  pinto in a  piece suit what do you get from bmws latest  suv  i think of it as a pinto in a  piece suit  looks great fun to drive but an absolute junker in terms of quality and reliability not to mention some of the worste customer service i have ever experienced    bmw usa has proven to be horrible in terms of customer service and apparently have no problem leaving thier customers literally out in the cold  if your looking to drop  on an suv dont ,"['  piece', 'piece suit', '  suv', '  piece', 'piece suit', 'customer service', 'bmw usa', 'customer service']",Negative,-0.2054
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",cpo   for the wife bought it for valentines day and she loves it  a little rougher ride coming from a  acura rl but the handling acceleration and sound system are awesome  this is the only suv my wife liked that doesnt make her feel like soccor mom so far ive just noticed a rattle in the drivers door and in the rear climate control unit but overall i am inpressed with the solid feel of the   weve test driven multiple mdxs and have not felt as secure  with the cpo warranty and lots of prayer i hope to limit my trips to the dealer for service,"['acura rl', 'handling acceleration', 'soccor mom', 'drivers door', 'climate control', 'control unit', 'cpo warranty']",Positive,0.9592
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",electrical gremlins our    is the ultimate driving machine  we love everything about it except  it has electrical gremlins in it  the dash warning lights come on and off all the time indicating the need to check rear and brake lights  we take it to the dealership they replace what is broken if the check lights are actually still on when we get to the dealership and we go home some time a few days later it happens again check rear lights etc   consumer reports rates the  electrical system very poor  newer models are much improved ,"['dash warning', 'warning lights', 'check lights', 'consumer reports']",Neutral,-0.1513
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",speed fun and comfort  yes they have electrical glitches but the car has to be good for all of us to still keep it eventhough that fact  rides and drives almost like a  with cargo room for the  lumber i bought at home depot  plus it pulls my  boat with no problem  build quality is execelent  these vehicles are used on the road and if thats your case this is an excelent suv  speed fun and comfort,"['cargo room', 'home depot', '  boat', 'speed fun']",Positive,0.9682
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),3.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",disappointed purchased a    and it came with the preowned certification  sold my grand cherokee and bought this and have total regrets   only had  miles when purchased and it has been back to the shop  times in the last month  many little mechanical and electrical things wrong with the car  fortunately classic bmw in mentor ohio has been fantastic and has fixed everything with no problems but i wish i took my  and bought a new volvo or acura do your homework before you buy this car  read the reviews the problems people are having are real,['mentor ohio'],Neutral,-0.0174
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", and love it no problems in  miles  solid well built truck  wonderful vehicle  not a lot of room in the rear ,[],Positive,0.9162
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),3.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",  a problem waiting to happen  is great to drive handles great at  mph  build quality is terrible for a vehicle in this price bracket  too many recalls to mention  bmw service has become poor  bmw needs to get back and correct their customer service,"['price bracket', 'bmw service', 'customer service']",Neutral,0.0772
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.125,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", years of mostly fun after  of driving experience has been mostly good  fun to drive decent fuel economy biggest problem has been window lifts  every lift has been replaced once driver door twice  have been told by dealer this is a weak point in a number of bmw products  other problems have been  peeling door handles gas tank sensors dealer has been great taking care of us  thinking hard as to whether to lease another one  window  lifts are biggest concern to us on an otherwise good experience,"['fuel economy', 'window lifts', 'driver door', 'bmw products', 'gas tank', 'tank sensors', 'handles dealer', 'sensors dealer']",Positive,0.9062
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.125,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",needs more space this car needs more trunk space ,['trunk space'],Neutral,0.0
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.5,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",  bmw  rocks this sav is much better than the lexus mercedes or acura,['lexus mercedes'],Positive,0.4404
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",  pros engine powerits a  with a fridge on the roof this sav gets up and goesdigital stereo has amazing soundoverall comfort supperior to any other suv  plenty of leg  shoulder room great for long driveshandles just like any other bmw  like ridding on railsvery safe car  star rating consi use the bmw term sav is stead of suv  since there is little utility in the cargo bay they need to stretch the cargo bay  feet more  no wonder they offer a travel trailer to pull behind the  fit and finish of the door pulls mine have been replaced twice my finger nail scratches the finish off,"['engine powerits', 'soundoverall comfort', '  room', 'shoulder room', 'star rating', 'rating consi', 'bmw term', 'term sav', 'cargo bay', 'cargo bay', 'travel trailer', 'finger nail']",Positive,0.9539
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw is bmw after all the car is amazing great quality design ride and etc  when going  mph it feels like  on a regular car,"['quality ride', 'design ride']",Positive,0.886
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),2.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",what is happening to bmw qualityservice i have had major problems with my   most seem to have been electrical  it is in the shop every other month  the problems range from dieing while driving to headlights and directionals burn outs  the car only has  miles on it and should not be experiencing such problems  on the other hand bmw service has deteriorated  the dealership even scratched the vehicle and refuses to pay for it  corporate has been no help with resolving the issue  i will never buy another bmw,"['hand service', 'bmw service']",Negative,-0.6429
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),3.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",too many defects certified preowned with  miles over  months we had over  different problems  took it in for repairs  times from break problems to false airbags lights to buzzing under the dash to cd door sticking to loose driver side mirror they never could tighten even after installing a brand new kit the dealership finally bought the car back from us,"['  times', 'break problems', 'airbags lights', 'cd door', 'driver side', 'side mirror']",Negative,-0.8555
2001 BMW X5 SUV 3.0i AWD 4dr SUV (3.0L 6cyl 5M),4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",best of the best brought a used  with  it is likea new car drove it to nc  sincebrought should have broght one yearsago noything but smiles here althoughthey sold me the car saying it hadsports suspension it does not stillhappy they will make it up,[],Positive,0.8537
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),3.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",need better relibility transmission went out at  no reverse many other little problems back hatch sticks park distance control  times replaced sensors now have some awfully squeaking sound  love the way the car drives but lacks reliability,"['relibility transmission', 'park distance', 'distance control']",Positive,0.3353
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),3.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw   the  bmw  supports bmws mantra of performance  my vehicle performs as well as some sports cars   sports package required and provides excellent acceleration  i am disappointed in the vehicle quality radiator crack along with numerous computerelectronic failures engine transmission fuel gauge cd playeretc  requiring unnecessary trips to the local dealer   in the three years of leasing the vehicle i have had the vehicle towed three times all between    miles  my expectation for a  vehicle are much higher than a  vehicle and will purchase a lexus or infiti vehicle next ,"['bmws mantra', 'sports cars', '   package', 'sports package', 'vehicle quality', 'quality crack', 'radiator crack', 'failures engine', 'transmission fuel', 'engine gauge', 'fuel gauge']",Positive,0.296
2001 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 5A),3.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",awesome suv but quality sucks dear bmw please build your next  line with two major changes  do something about the terrible build quality  i have owned mine for almost  years now and its been in the shop about once every  months or more often the whole time  the worst incident was when it took your dealerships repair folks three separate attempts to fix my leaking radiator expansion tank and i may be about to make a  trip to get it fixed again  make the damn thing  inches longer and put all the extra space in the cargo area and btw offer a  row seat while youre at it,"['  line', 'radiator expansion', 'expansion tank', '  trip', 'cargo area', 'row seat']",Negative,-0.8658
2000 BMW X5 SUV 4.4i 4dr SUV AWD,1.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",stay away i bought my very clean and well maintained  used about  years ago for about   after a few thousand spent on the regular stuff the timing chain guides disintegrated  after one year in the shop and a  repair bill it is still running rough and undriveable  it has  on it and has been well kept  my first biggest mistake was buying it and my second biggest was paying to fix it thinking i would have a rebuilt ride  dont be seduced by the comfort and fittrimetc  these things are a ticking timebomb  i sortof enjoyed it for  months after buying it even though it was a bit fussy with little stuff during that time  basically that breaks down to  per month that i spent on that disaster of an experience  also dont be fooled by the appearance of more than one star as a summary of this review because i had to give credit for comfort etc  none of that is good enough to overcome the massive expense of timing chain failure,"['timing guides', 'chain guides', 'repair bill', 'chain failure']",Positive,0.9092
2000 BMW X5 SUV 4.4i 4dr SUV AWD,2.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",worst car or truck i have ever owned i have owned  different  and bought the suv for my wife because she wanted a suvi have had good luck with my other bmws but this  was the worst thing i have ever owned it does have power and does drive more like a sports car then a suv but the thing was the worst built car i have ever owned everything that could go wrong hasi had a few friends that worked at the dealership and they told me they are junk but i already had purchased it and was stuck with it after i started having problems i did some googleing and found tht everyone has the same problems i amabout to post it on craigslist for parts i will never own another bmw crappy service too,['sports car'],Negative,-0.9742
2000 BMW X5 SUV 4.4i 4dr SUV AWD,5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", bmw   awd automatic finish and quality of materials is first class performance is awesome it handles in curves like any other bmw  or ,['class performance'],Positive,0.765
2000 BMW X5 SUV 4.4i 4dr SUV AWD,5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw  review this has been a very good car  it now has  miles  the only thing other than reg maint was the transfer casetransaxle was replaced at about  miles  this wasnt under complete warr  bmw shared the cost even though strict maint had been documented  at  i installed a new alternator   it cost  which was a deal compared to the  that bmw wanted  i did the labor myself  i repair cars for a living so i keep very good maint schedules on my stuff,"['transfer casetransaxle', 'maint schedules']",Positive,0.831
2000 BMW X5 SUV 4.4i 4dr SUV AWD,4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",best vehicle ever owned the bmw   is attractrive not only for its safety features but it perfomance  my  is scary fast still drives like new and i have never ever had a mechanical issue  i will drive this car as long as i could,['safety features'],Positive,0.3506
2000 BMW X5 SUV 4.4i 4dr SUV AWD,4.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",experience with bmw  in  years and  miles this car has been in the shop for a repair just twice both under warranty  the car is as tight and fun to drive as the day i bought it  i never keep cars after the warranty has expired but in this case i am making an exception  i cant find another car i like any better and it is so good i figure maybe to save a little money and stay with it for another year or so,[],Positive,0.9621
2000 BMW X5 SUV 4.4i 4dr SUV AWD,4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",best suv yet this is the best suv i have owned yet a few minor issues but considering how much is packed into this vehicle i have no complaints extended warranty is probably a great investment and of courselets not forget the tax benefits,['tax benefits'],Positive,0.948
2000 BMW X5 SUV 4.4i 4dr SUV AWD,4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", i owned a corvette and a  jeep grandcherokee suv until i purchased my the bmw combines both vehicles into one it handles like the covette and has theutility of the grand cherokee  i willnever by anything else,"['jeep suv', 'grandcherokee suv']",Positive,0.6705
2000 BMW X5 SUV 4.4i 4dr SUV AWD,4.625,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",the truth car has gone to the shop many timesnow i have about  milesrain sensordoor locksdoor knob drivers sidefront suspensioncomputer in dash gone badall little thingscar is under warranty so it is ok but for  ,"['truth car', '  milesrain', 'drivers sidefront', 'sidefront suspensioncomputer']",Positive,0.336
2000 BMW X5 SUV 4.4i 4dr SUV AWD,5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", the bmw of sportutes earns its stripes with outstanding handling and acceleration coupled with classleading ride quality and way above average fuel economy  my  has never been in the shop other than for scheduled maintenance  at  miles the tires have another  in them and the front brakes were just replaced,"['ride quality', 'fuel economy']",Positive,0.6124
2000 BMW X5 SUV 4.4i 4dr SUV AWD,5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", another dream machine its a dream to drive whether its cross town or crosscountry  terrific traction in allterrain  plenty of room to comfortably relax and enjoy the ride  manuevers like the  series sedan and with all the punch of mseries   its hard to imagine it can get any better than this,"['dream machine', '  manuevers', 'series sedan']",Positive,0.9584
2000 BMW X5 SUV 4.4i 4dr SUV AWD,2.5,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",looking for another brand next time many small things have gone wrong or broken in the vehicle which meant many trips to the dealer to have them repaired there were two major recalls one regarding faulty acceleration i almost gone plowed over by a tactor trailer when the truck did not accelerate through an intersection the other for the braking system  not a very pleasnt bmw experience for me and i was a tried and true customer this was my third bmw  i am looking at other brands for my next suv  check carefully the cars history if you buy one used,"['tactor trailer', 'braking system', 'bmw experience', 'cars history']",Negative,-0.6369
2000 BMW X5 SUV 4.4i 4dr SUV AWD,4.875,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",  rating for a first year production the  has proven to be a top performer the  includes all of the bmw characteristics as the other models we have experienced only minor problems eg key remote control of outside mirrors is not consistent and is a problem bmw knows about  the console became difficult to open and was corrected  the tailgate has been criticized because it has a top and bottom that open independently however when you open the top part of the door everything stays in place rather than rolling out and down the hill thanks to the bottom part of the rear door performance is awesome  it handles in curves like any other bmw and is a thrill,"['year production', 'bmw characteristics', 'door performance']",Positive,0.7184
2006 BMW X5 SUV 3.0i 4dr SUV AWD (3.0L 6cyl 6M),4.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",great car for a family i love this car for hauling my kids around things just happen a lot and needs repairs frequently either have a hubby that can do the work or a warranty or a big wallet,[],Positive,0.8519
2006 BMW X5 SUV 3.0i 4dr SUV AWD (3.0L 6cyl 6M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw   reliable and strong like a tank i own  bmw  with  miles this is my  bmw     coupe previous owner of this car already own  more bmws for entire family and taken care of this car like baby i have had happen to read so many reviews on bmw  but i feel  some small issues like door handlecoolant tankwindow regulators etc are do it your self or dont cost much compared to enginetransmissionsteering sliding doorstires burring out sooner etc  issues which other makes like toyotahondanissan etc has small body partsplastic part  issues in bmw will not force any one to leave the car eating dust in the past i owned toyotas and honda and always driving on long drives  miles i was always in doubt when transmission would fail that doesnt mean they are not reliable but they are plagued by other major issues as well  now that i am driving bmw i at least have peace of mind i will reach home safe  is like tank heavy build and strong body i will suggest ppl before assuming bmws are not reliable please go and read reviews on other makes of japaneseamerican brands many more issues enginetransmission etc i always have smile on my face while in bmw  for ride and engine sound not the worries of enginetransmissionsteering issues might pop up,"['     owner', 'tankwindow regulators', 'enginetransmissionsteering issues']",Positive,0.9804
2006 BMW X5 SUV 3.0i 4dr SUV AWD (3.0L 6cyl 6M),1.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",terrible never buy i recently bought this car engine service soon light make me crazy spend more than  light oncrazy maintenance cost never recommend,"['car engine', 'engine service', 'oncrazy cost', 'maintenance cost']",Negative,-0.7657
2006 BMW X5 SUV 3.0i 4dr SUV AWD (3.0L 6cyl 6M),4.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",only paid  for it its been  months since i bought my   and it hasnt given me much trouble at all i loved how it handled the nearly  inches of snow ny got earlier this year the awd is excellent im thinking about purchasing a newer  soon my advice to others is still the same do not purchase this car from a dealer unless your buying a new onebuying from a private seller is your best option because used car dealer lots are notoriously greedy and you dont know how long that  been sitting there,"['car dealer', 'dealer lots']",Positive,0.8316
2006 BMW X5 SUV 3.0i 4dr SUV AWD (3.0L 6cyl 6M),5.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",an inexpensive way to luxury and fun i purchased my bmw   speed with  miles on her shes a  out of  the truck has every possible option navigation is simple to use the heated seats keep my back relaxed the tight steering is awesome the gear box is smooth and easy and the truck rides like a dream this is hands down the best suv i have ever owned and will look for another one real soon to store away for future use which i will use once i drive the doors off this baby im in nowif you want an incredibly fun suv to drive a   or   bmw  is your truck but a manual transmission is the only way to go theyre hard to find but once you do your research and acquire one you will not look back and  miles per gallon doesnt hurt either happy hunting,"['option navigation', 'gear box']",Positive,0.9025
2006 BMW X5 SUV 4.4i 4dr SUV AWD (4.4L 8cyl 6A),3.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",where i went wrong bought a  bmw   ago  within the first two weeks i knew where i went wrong bought a bmwheres the thing about it yes it runs rides and handles awesome but that doesnt make up for the lemon it iswithin  the first two weeks the mirrors started going crazy then the rear wiper wouldnt stop honestly it ran until it stripped the splines the headliner started falling and when i push nearly any button on the dash as soon as i lift my finger the buttons fly off at me then the driver window fell next the passenger fell followed by the right rear im like lmao  just thrown away not to mention burning a quart of oil every  miles as far as traveling yeah i trust it but im worried about the electrical system but who knows what part will  nextby the way for sell  loss your gain,['driver window'],Positive,0.9024
2006 BMW X5 SUV 4.4i 4dr SUV AWD (4.4L 8cyl 6A),1.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",beware the   engine known issues the    is notorious for a valve stem deal issue which is a  repair for more evidence search  white smoke cloud this happens around  miles which i just reached avoid this model at all costs and stick with the  cylinder which is a much more reliable vehicle such a shame and a waste of money in my case the car is awesome with the exception of this fatal flaw,"['   issues', 'valve deal', 'stem deal', 'deal issue', 'evidence search', 'smoke cloud']",Negative,-0.8633
2006 BMW X5 SUV 4.4i 4dr SUV AWD (4.4L 8cyl 6A),2.0,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",do not buy bmw  is an excellent suv when its new  when it gets older its got all sorts of problems both big and small  avoid this vehicle  problems include cooling system leak and airbag sensor below drivers seat that failed and which may or may not prevent airbag from deploying during accident  repairs are very expensive,"['drivers seat', '  repairs']",Negative,-0.8951
2006 BMW X5 SUV 3.0i 4dr SUV AWD (3.0L 6cyl 6M),2.25,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",unreliable and horrific repair costs i certainly get the fun to drive and german engineering concept  it is  other than that the experience has been nothing short of pathetic  i just dont know how bmw can build a car this poorly  read the blogs because there is so much common ground with what you can expect  fan clutch gasket failure window regulators taillight failure door handles  etc  it just never stops  to make matters worse bmw built this car for  years and never addressed these problems  i will never take this car on a trip for fear that ill be stranded and stuck paying thousands to get it running  cant wait to unload it bad company and bad car  dont buy  ,"['repair costs', 'engineering concept', '  fan', 'fan clutch', 'clutch failure', 'gasket failure', 'failure regulators', 'window regulators', 'taillight failure', 'regulators door', 'failure door']",Negative,-0.946
2006 BMW X5 SUV 4.4i 4dr SUV AWD (4.4L 8cyl 6A),2.25,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV",bmw lover no more i owned a  which was a truly great carthis led me to believe that buying a used    with very low mileage was a safe betwrongwe have owned it for  months  and had nonstop troubles  expense  and time wasted at the shopthe latest  it has taken bmw  months and  trips to the dealer to determine what is causing the coolant leak we havewe still arent  sure  but now they think the heads will need to be replaced  or perhaps the entire  wasted on this vehicle ill never buy bmw againthe ultimate driving machine  for driving to the shop,"['bmw lover', 'coolant leak']",Negative,-0.8284
2006 BMW X5 SUV 4.4i 4dr SUV AWD (4.4L 8cyl 6A),3.75,X5,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,31.0,24.0,3916.0,57700.0,"4dr SUV", this car is amazing when it works its beautiful sounds great fast has a ton of features but if its over  miles prepare to repair paying all along the way since ive bought this mean machine ive had to fix it not once not twice not thrice but every week since i bought it ive had it six monthsevery week like german clockwork if the clocks were designed to break ive had to build and rebuild this car head gasket exterior door handle side lights interior door handle head lights cv joints alternator bracket gasket didnt even know there was such a thing window regulator just so many things one thing right after another dont buy one without a warranty,"['monthsevery week', 'car head', 'gasket exterior', 'side lights', 'head lights', 'cv joints', 'joints alternator', 'alternator bracket', 'lights gasket', 'bracket gasket', 'thing regulator', 'window regulator']",Positive,0.8641
